,exp_code_str3,exp_name,imp_code_str3,imp_name,HS2,description,USD,tonne,clean_desc
158,156,China,008,Albania,58," Woven pile fabric of wool or fine animal hair, w >30c",388307.04,48.83484,"China -  Woven pile fabric of wool or fine animal hair, w >30c"
159,170,Colombia,008,Albania,08," Coconuts, fresh or dried",383428.599,723.514491,"Colombia -  Coconuts, fresh or dried"
160,826,United Kingdom,008,Albania,02," Bovine carcasses and half carcasses, fresh or chilled",365092.235,409.135,"United Kingdom -  Bovine carcasses and half carcasses, fresh or chilled"
161,792,Türkiye,008,Albania,31," Animal or vegetable fertilizers, in packs >10 kg",352139.796,825.866,"Türkiye -  Animal or vegetable fertilizers, in packs >10 kg"
162,764,Thailand,008,Albania,84, Nuclear reactors,341861.565,32.5462,Thailand -  Nuclear reactors
163,360,Indonesia,008,Albania,15," Lard, other pig fat and poultry fat, rendered",341496.753,489.28,"Indonesia -  Lard, other pig fat and poultry fat, rendered"
164,156,China,008,Albania,55," Filament tow of nylon, polyamides",336951.492,323.2856,"China -  Filament tow of nylon, polyamides"
165,528,Netherlands (Kingdom of the),008,Albania,06," Bulbs, tubers, corms, crowns and rhizomes, dormant",335380.867,134.35,"Netherlands (Kingdom of the) -  Bulbs, tubers, corms, crowns and rhizomes, dormant"
166,156,China,008,Albania,56," Sanitary towels, diapers and similar articles",332901.111,149.31292000000002,"China -  Sanitary towels, diapers and similar articles"
167,380,Italy,008,Albania,12, Soya beans,329918.432,166.11937,Italy -  Soya beans
168,792,Türkiye,008,Albania,03," Ornamental fish, live",329079.487,8.25,"Türkiye -  Ornamental fish, live"
169,792,Türkiye,008,Albania,96," Worked ivory, articles of ivory",328952.451,90.32735000000001,"Türkiye -  Worked ivory, articles of ivory"
170,032,Argentina,008,Albania,23," Flour or meal, pellet of meat or offal for animal fee",319519.242,1154.8222420000002,"Argentina -  Flour or meal, pellet of meat or offal for animal fee"
171,840,United States of America,008,Albania,33, Essential oils of bergamot,317884.004,12.745129,United States of America -  Essential oils of bergamot
172,724,Spain,008,Albania,84, Nuclear reactors,316885.391,87.913,Spain -  Nuclear reactors
173,156,China,008,Albania,32, Quebracho tanning extract,313420.46,100.13694,China -  Quebracho tanning extract
174,458,Malaysia,008,Albania,40," Natural rubber latex, including prevulcanised",311360.189,83.11362,"Malaysia -  Natural rubber latex, including prevulcanised"
175,724,Spain,008,Albania,31," Animal or vegetable fertilizers, in packs >10 kg",306215.577,178.924,"Spain -  Animal or vegetable fertilizers, in packs >10 kg"
176,156,China,008,Albania,35, Casein,298249.032,117.87389999999999,China -  Casein
177,348,Hungary,008,Albania,15," Lard, other pig fat and poultry fat, rendered",296333.656,332.756399,"Hungary -  Lard, other pig fat and poultry fat, rendered"
178,792,Türkiye,008,Albania,19," Infant foods of cereals, flour, starch or milk, retai",295768.633,626.4,"Türkiye -  Infant foods of cereals, flour, starch or milk, retai"
179,156,China,008,Albania,66, Garden and similar umbrellas,295687.272,103.73664,China -  Garden and similar umbrellas
180,156,China,008,Albania,49," Brochures, leaflets and similar, in single sheets",294437.922,51.233839999999994,"China -  Brochures, leaflets and similar, in single sheets"
181,050,Bangladesh,008,Albania,62," Mens, boys overcoats of wool or hair, not knit",275757.741,12.3879,"Bangladesh -  Mens, boys overcoats of wool or hair, not knit"
182,156,China,008,Albania,52," Cotton, not carded or combed",271335.449,37.43262,"China -  Cotton, not carded or combed"
183,276,Germany,008,Albania,63, Electric blankets of textile material,267156.654,249.90647,Germany -  Electric blankets of textile material
184,764,Thailand,008,Albania,16," Sausages, similar products of meat, meat offal & bloo",266795.454,87.852,"Thailand -  Sausages, similar products of meat, meat offal & bloo"
185,724,Spain,008,Albania,64," Waterproof footwear (Wellingtons etc), metal toe cap",265139.923,43.40494,"Spain -  Waterproof footwear (Wellingtons etc), metal toe cap"
186,156,China,008,Albania,65," Hat-forms, etc of felt, not shaped, no formed brim",263121.316,45.81166,"China -  Hat-forms, etc of felt, not shaped, no formed brim"
187,276,Germany,008,Albania,73, Sheet piling of iron or steel,255388.518,3.023,Germany -  Sheet piling of iron or steel
188,380,Italy,008,Albania,89," Cruise ships, excursion boats, ferry boats",254692.315,115.2376,"Italy -  Cruise ships, excursion boats, ferry boats"
189,792,Türkiye,008,Albania,84, Nuclear reactors,236873.223,91.77568,Türkiye -  Nuclear reactors
190,380,Italy,008,Albania,71," Pearls natural, not permanently mounted or set",234756.336,12.07859,"Italy -  Pearls natural, not permanently mounted or set"
191,792,Türkiye,008,Albania,39, Polyethylene - specific gravity <0.94 in primary form,233695.52,238.94298999999998,Türkiye -  Polyethylene - specific gravity <0.94 in primary form
192,156,China,008,Albania,33, Essential oils of bergamot,230860.384,65.09056,China -  Essential oils of bergamot
193,840,United States of America,008,Albania,08," Coconuts, fresh or dried",230540.735,35.820391,"United States of America -  Coconuts, fresh or dried"
194,840,United States of America,008,Albania,90," Optical fibres, except for telecommunications",222527.262,4.097517,"United States of America -  Optical fibres, except for telecommunications"
195,818,Egypt,008,Albania,07," Potatoes seed, fresh or chilled",221152.14,220.0,"Egypt -  Potatoes seed, fresh or chilled"
196,840,United States of America,008,Albania,39, Polyethylene - specific gravity <0.94 in primary form,218436.793,46.200472999999995,United States of America -  Polyethylene - specific gravity <0.94 in primary form
197,840,United States of America,008,Albania,21," Coffee extracts, essences, concentrates, preparations",216859.348,6.434188,"United States of America -  Coffee extracts, essences, concentrates, preparations"
198,040,Austria,008,Albania,87, Pedestrian controlled tractors,215124.832,91.615,Austria -  Pedestrian controlled tractors
199,724,Spain,008,Albania,41," Bovine skins, whole, raw",214181.657,9.00248,"Spain -  Bovine skins, whole, raw"
200,484,Mexico,008,Albania,22, Mineral and aerated waters not sweetened or flavoured,211926.596,160.02216099999998,Mexico -  Mineral and aerated waters not sweetened or flavoured
201,380,Italy,008,Albania,29, Saturated acyclic hydrocarbons,207385.481,95.898394,Italy -  Saturated acyclic hydrocarbons
202,156,China,008,Albania,34," Soaps, for toilet use, solid",205550.762,122.93032000000001,"China -  Soaps, for toilet use, solid"
203,250,France,008,Albania,33, Essential oils of bergamot,201981.08,33.74837,France -  Essential oils of bergamot
204,170,Colombia,008,Albania,09," Coffee, not roasted, not decaffeinated",183596.301,59.617674,"Colombia -  Coffee, not roasted, not decaffeinated"
205,840,United States of America,008,Albania,85, Electric motors of an output < 37.5 watts,182876.049,2.622601,United States of America -  Electric motors of an output < 37.5 watts
206,276,Germany,008,Albania,96," Worked ivory, articles of ivory",177428.667,42.99245,"Germany -  Worked ivory, articles of ivory"
207,578,Norway,008,Albania,03," Ornamental fish, live",173529.723,22.487299999999998,"Norway -  Ornamental fish, live"
208,724,Spain,008,Albania,94," Seats, aircraft",172487.4,49.75904,"Spain -  Seats, aircraft"
209,188,Costa Rica,008,Albania,08," Coconuts, fresh or dried",171047.735,171.713539,"Costa Rica -  Coconuts, fresh or dried"
210,504,Morocco,008,Albania,16," Sausages, similar products of meat, meat offal & bloo",169046.017,65.0,"Morocco -  Sausages, similar products of meat, meat offal & bloo"
211,792,Türkiye,008,Albania,52," Cotton, not carded or combed",165950.067,9.315290000000001,"Türkiye -  Cotton, not carded or combed"
212,380,Italy,008,Albania,05," Hair, human, unworked, waste of human hair",162188.319,207.631,"Italy -  Hair, human, unworked, waste of human hair"
213,376,Israel,008,Albania,12, Soya beans,145058.256,0.018254000000000003,Israel -  Soya beans
214,276,Germany,008,Albania,85, Electric motors of an output < 37.5 watts,141264.782,235.72306,Germany -  Electric motors of an output < 37.5 watts
215,250,France,008,Albania,22, Mineral and aerated waters not sweetened or flavoured,140100.649,7.8121,France -  Mineral and aerated waters not sweetened or flavoured
216,250,France,008,Albania,84, Nuclear reactors,135240.971,84.969,France -  Nuclear reactors
217,688,Serbia,008,Albania,61," Mens, boys overcoats, etc, of wool or hair, knit",132000.73,8.724020000000001,"Serbia -  Mens, boys overcoats, etc, of wool or hair, knit"
218,840,United States of America,008,Albania,40," Natural rubber latex, including prevulcanised",129632.685,14.197102999999998,"United States of America -  Natural rubber latex, including prevulcanised"
219,724,Spain,008,Albania,73, Sheet piling of iron or steel,126542.826,108.2466,Spain -  Sheet piling of iron or steel
220,380,Italy,008,Albania,37, X-ray plates and films,123958.029,19.513,Italy -  X-ray plates and films
221,276,Germany,008,Albania,40," Natural rubber latex, including prevulcanised",122924.375,15.75049,"Germany -  Natural rubber latex, including prevulcanised"
222,392,Japan,008,Albania,37, X-ray plates and films,118998.584,3.933221,Japan -  X-ray plates and films
223,156,China,008,Albania,91," Wrist-watch, precious metal, battery, with hands",118801.576,39.75232,"China -  Wrist-watch, precious metal, battery, with hands"
224,250,France,008,Albania,88," Gliders, hang gliders",115595.9,0.179407,"France -  Gliders, hang gliders"
225,826,United Kingdom,008,Albania,22, Mineral and aerated waters not sweetened or flavoured,113926.778,12.022200000000002,United Kingdom -  Mineral and aerated waters not sweetened or flavoured
226,156,China,008,Albania,07," Potatoes seed, fresh or chilled",113570.017,158.95,"China -  Potatoes seed, fresh or chilled"
227,356,India,008,Albania,61," Mens, boys overcoats, etc, of wool or hair, knit",113305.012,5.04917,"India -  Mens, boys overcoats, etc, of wool or hair, knit"
228,124,Canada,008,Albania,07," Potatoes seed, fresh or chilled",108986.22,149.027965,"Canada -  Potatoes seed, fresh or chilled"
229,156,China,008,Albania,71," Pearls natural, not permanently mounted or set",104465.197,5.46761,"China -  Pearls natural, not permanently mounted or set"
230,392,Japan,008,Albania,54, Sewing thread of synthetic filaments,103509.847,3.02111,Japan -  Sewing thread of synthetic filaments
231,724,Spain,008,Albania,22, Mineral and aerated waters not sweetened or flavoured,99300.29,53.751,Spain -  Mineral and aerated waters not sweetened or flavoured
232,250,France,008,Albania,10, Durum wheat,96792.773,49.970699999999994,France -  Durum wheat
233,528,Netherlands (Kingdom of the),008,Albania,02," Bovine carcasses and half carcasses, fresh or chilled",90819.335,96.1,"Netherlands (Kingdom of the) -  Bovine carcasses and half carcasses, fresh or chilled"
234,792,Türkiye,008,Albania,17," Raw sugar, cane",89346.043,210.0,"Türkiye -  Raw sugar, cane"
235,158,"China, Taiwan Province of",008,Albania,87, Pedestrian controlled tractors,87243.174,14.81452,"China, Taiwan Province of -  Pedestrian controlled tractors"
236,840,United States of America,008,Albania,38, Artificial graphite,84089.823,5.740004,United States of America -  Artificial graphite
237,840,United States of America,008,Albania,12, Soya beans,82892.759,0.36343200000000003,United States of America -  Soya beans
238,156,China,008,Albania,53," Flax fibre, raw or retted",81536.886,2.83253,"China -  Flax fibre, raw or retted"
239,826,United Kingdom,008,Albania,63, Electric blankets of textile material,76619.422,74.616,United Kingdom -  Electric blankets of textile material
240,056,Belgium,008,Albania,31," Animal or vegetable fertilizers, in packs >10 kg",75525.697,67.2,"Belgium -  Animal or vegetable fertilizers, in packs >10 kg"
241,616,Poland,008,Albania,87, Pedestrian controlled tractors,72566.314,14.136790000000001,Poland -  Pedestrian controlled tractors
242,276,Germany,008,Albania,34," Soaps, for toilet use, solid",70086.559,18.19236,"Germany -  Soaps, for toilet use, solid"
243,826,United Kingdom,008,Albania,84, Nuclear reactors,69412.135,33.719660000000005,United Kingdom -  Nuclear reactors
244,356,India,008,Albania,54, Sewing thread of synthetic filaments,68463.785,4.037,India -  Sewing thread of synthetic filaments
245,840,United States of America,008,Albania,59, Gum or amylaceous covered textiles for book covers et,65028.133,0.8803110000000001,United States of America -  Gum or amylaceous covered textiles for book covers et
246,056,Belgium,008,Albania,15," Lard, other pig fat and poultry fat, rendered",61736.876,39.981,"Belgium -  Lard, other pig fat and poultry fat, rendered"
247,840,United States of America,008,Albania,27," Anthracite, not agglomerated",61225.1,8.936482,"United States of America -  Anthracite, not agglomerated"
248,642,Romania,008,Albania,85, Electric motors of an output < 37.5 watts,60597.535,10.491677,Romania -  Electric motors of an output < 37.5 watts
249,724,Spain,008,Albania,06," Bulbs, tubers, corms, crowns and rhizomes, dormant",60443.473,185.355,"Spain -  Bulbs, tubers, corms, crowns and rhizomes, dormant"
250,642,Romania,008,Albania,39, Polyethylene - specific gravity <0.94 in primary form,56333.923,16.322680000000002,Romania -  Polyethylene - specific gravity <0.94 in primary form
251,392,Japan,008,Albania,85, Electric motors of an output < 37.5 watts,53757.56,2.94306,Japan -  Electric motors of an output < 37.5 watts
252,792,Türkiye,008,Albania,73, Sheet piling of iron or steel,52720.663,47.766,Türkiye -  Sheet piling of iron or steel
253,792,Türkiye,008,Albania,87, Pedestrian controlled tractors,51026.271,7.541180000000001,Türkiye -  Pedestrian controlled tractors
254,076,Brazil,008,Albania,08," Coconuts, fresh or dried",49780.98,32.470247,"Brazil -  Coconuts, fresh or dried"
255,380,Italy,008,Albania,66, Garden and similar umbrellas,47262.567,41.48652,Italy -  Garden and similar umbrellas
256,724,Spain,008,Albania,30," Glands and other organs, dried, for therapeutic uses",46956.288,2.25563,"Spain -  Glands and other organs, dried, for therapeutic uses"
257,380,Italy,008,Albania,57," Carpets of wool or fine animal hair, knotted",46178.437,3.5181799999999996,"Italy -  Carpets of wool or fine animal hair, knotted"
258,840,United States of America,008,Albania,20," Cucumbers,gherkins, prepared or preserved by vinegar",46176.625,3.75825,"United States of America -  Cucumbers,gherkins, prepared or preserved by vinegar"
259,392,Japan,008,Albania,32, Quebracho tanning extract,45955.38,2.865607,Japan -  Quebracho tanning extract
260,056,Belgium,008,Albania,84, Nuclear reactors,44522.846,43.52,Belgium -  Nuclear reactors
261,250,France,008,Albania,40," Natural rubber latex, including prevulcanised",44501.563,5.92284,"France -  Natural rubber latex, including prevulcanised"
262,040,Austria,008,Albania,21," Coffee extracts, essences, concentrates, preparations",43826.343,0.298,"Austria -  Coffee extracts, essences, concentrates, preparations"
263,724,Spain,008,Albania,83, Padlocks of base metal,43472.892,9.838,Spain -  Padlocks of base metal
264,528,Netherlands (Kingdom of the),008,Albania,22, Mineral and aerated waters not sweetened or flavoured,43136.362,11.4788,Netherlands (Kingdom of the) -  Mineral and aerated waters not sweetened or flavoured
265,620,Portugal,008,Albania,63, Electric blankets of textile material,42145.831,8.656649999999999,Portugal -  Electric blankets of textile material
266,380,Italy,008,Albania,79," Zinc, not alloyed, unwrought, >99% pure",41444.363,18.82,"Italy -  Zinc, not alloyed, unwrought, >99% pure"
267,380,Italy,008,Albania,65," Hat-forms, etc of felt, not shaped, no formed brim",39515.195,1.73427,"Italy -  Hat-forms, etc of felt, not shaped, no formed brim"
268,724,Spain,008,Albania,33, Essential oils of bergamot,38638.26,16.08947,Spain -  Essential oils of bergamot
269,528,Netherlands (Kingdom of the),008,Albania,31," Animal or vegetable fertilizers, in packs >10 kg",37716.018,48.0,"Netherlands (Kingdom of the) -  Animal or vegetable fertilizers, in packs >10 kg"
270,800,Uganda,008,Albania,09," Coffee, not roasted, not decaffeinated",37702.462,19.2,"Uganda -  Coffee, not roasted, not decaffeinated"
271,840,United States of America,008,Albania,34," Soaps, for toilet use, solid",37068.146,6.704187,"United States of America -  Soaps, for toilet use, solid"
272,380,Italy,008,Albania,86," Rail locomotives, externally electrically powered",37031.426,48.9816,"Italy -  Rail locomotives, externally electrically powered"
273,156,China,008,Albania,86," Rail locomotives, externally electrically powered",36995.648,10.153,"China -  Rail locomotives, externally electrically powered"
274,344,"China, Hong Kong SAR",008,Albania,85, Electric motors of an output < 37.5 watts,36696.144,0.028737,"China, Hong Kong SAR -  Electric motors of an output < 37.5 watts"
275,208,Denmark,008,Albania,87, Pedestrian controlled tractors,36619.406,10.996,Denmark -  Pedestrian controlled tractors
276,356,India,008,Albania,62," Mens, boys overcoats of wool or hair, not knit",36133.375,0.6381699999999999,"India -  Mens, boys overcoats of wool or hair, not knit"
277,586,Pakistan,008,Albania,62," Mens, boys overcoats of wool or hair, not knit",33534.956,1.1478199999999998,"Pakistan -  Mens, boys overcoats of wool or hair, not knit"
278,056,Belgium,008,Albania,20," Cucumbers,gherkins, prepared or preserved by vinegar",33315.86,64.8,"Belgium -  Cucumbers,gherkins, prepared or preserved by vinegar"
279,124,Canada,008,Albania,84, Nuclear reactors,32559.6,1.9170440000000002,Canada -  Nuclear reactors
280,428,Latvia,008,Albania,27," Anthracite, not agglomerated",32396.898,198.325,"Latvia -  Anthracite, not agglomerated"
281,392,Japan,008,Albania,40," Natural rubber latex, including prevulcanised",32395.373,4.8242780000000005,"Japan -  Natural rubber latex, including prevulcanised"
282,380,Italy,008,Albania,78, Lead refined unwrought,32290.058,9.8574,Italy -  Lead refined unwrought
283,840,United States of America,008,Albania,58," Woven pile fabric of wool or fine animal hair, w >30c",32174.79,1.268385,"United States of America -  Woven pile fabric of wool or fine animal hair, w >30c"
284,484,Mexico,008,Albania,87, Pedestrian controlled tractors,31330.001,2.6838859999999998,Mexico -  Pedestrian controlled tractors
285,724,Spain,008,Albania,34," Soaps, for toilet use, solid",31158.91,18.577599999999997,"Spain -  Soaps, for toilet use, solid"
286,840,United States of America,008,Albania,73, Sheet piling of iron or steel,30147.13,1.846818,United States of America -  Sheet piling of iron or steel
287,410,"Korea, Republic of",008,Albania,29, Saturated acyclic hydrocarbons,30058.458,20.0,"Korea, Republic of -  Saturated acyclic hydrocarbons"
288,380,Italy,008,Albania,45," Natural cork, raw or simply prepared",29854.64,6.12986,"Italy -  Natural cork, raw or simply prepared"
289,724,Spain,008,Albania,70," Glass cullet, waste or scrap, glass in the mass",29300.32,22.076,"Spain -  Glass cullet, waste or scrap, glass in the mass"
290,158,"China, Taiwan Province of",008,Albania,73, Sheet piling of iron or steel,28876.188,16.72315,"China, Taiwan Province of -  Sheet piling of iron or steel"
291,840,United States of America,008,Albania,35, Casein,28871.723,4.07174,United States of America -  Casein
292,276,Germany,008,Albania,22, Mineral and aerated waters not sweetened or flavoured,28367.813,15.6,Germany -  Mineral and aerated waters not sweetened or flavoured
293,233,Estonia,008,Albania,27," Anthracite, not agglomerated",28270.639,168.09,"Estonia -  Anthracite, not agglomerated"
294,156,China,008,Albania,37, X-ray plates and films,28206.389,1.6475,China -  X-ray plates and films
295,156,China,008,Albania,46, Plaits and products of plaiting materials,28014.729,4.95322,China -  Plaits and products of plaiting materials
296,442,Luxembourg,008,Albania,87, Pedestrian controlled tractors,27546.003,7.7,Luxembourg -  Pedestrian controlled tractors
297,158,"China, Taiwan Province of",008,Albania,82, Spades and shovels,26860.011,7.38604,"China, Taiwan Province of -  Spades and shovels"
298,840,United States of America,008,Albania,95," Rideable wheeled toys, dolls carriages",26709.463,2.75669,"United States of America -  Rideable wheeled toys, dolls carriages"
299,484,Mexico,008,Albania,84, Nuclear reactors,25700.246,4.205314,Mexico -  Nuclear reactors
300,380,Italy,008,Albania,91," Wrist-watch, precious metal, battery, with hands",22800.399,0.22186,"Italy -  Wrist-watch, precious metal, battery, with hands"
301,484,Mexico,008,Albania,85, Electric motors of an output < 37.5 watts,22797.012,0.172557,Mexico -  Electric motors of an output < 37.5 watts
302,156,China,008,Albania,57," Carpets of wool or fine animal hair, knotted",22616.245,10.90016,"China -  Carpets of wool or fine animal hair, knotted"
303,840,United States of America,008,Albania,89," Cruise ships, excursion boats, ferry boats",22544.833,0.755,"United States of America -  Cruise ships, excursion boats, ferry boats"
304,586,Pakistan,008,Albania,63, Electric blankets of textile material,22505.685,3.987,Pakistan -  Electric blankets of textile material
305,250,France,008,Albania,04, Milk not concentrated nor sweetened < 1% fat,21265.7,11.25,France -  Milk not concentrated nor sweetened < 1% fat
306,724,Spain,008,Albania,39, Polyethylene - specific gravity <0.94 in primary form,21248.429,1.16103,Spain -  Polyethylene - specific gravity <0.94 in primary form
307,276,Germany,008,Albania,18," Cocoa beans, whole or broken, raw or roasted",21070.028,6.59668,"Germany -  Cocoa beans, whole or broken, raw or roasted"
308,840,United States of America,008,Albania,49," Brochures, leaflets and similar, in single sheets",19652.57,1.575468,"United States of America -  Brochures, leaflets and similar, in single sheets"
